1,601229,上海银行,12.41,-0.80,-1448.68,-3.27,-717.05,-1.62,-731.63,-1.65,2407.16,5.44,-958.48,-2.16,2019-04-15 15:00:00,-0.10,
2,002355,兴民智通,11.41,4.30,-681.71,-1.02,-1014.98,-1.53,333.27,0.50,-930.11,-1.40,1611.82,2.42,2019-04-15 15:00:00,0.47,
2,000607,华媒控股,6.65,-1.77,-2845.89,-6.78,-1567.35,-3.73,-1278.53,-3.04,1143.71,2.72,1702.18,4.05,2019-04-15 15:00:00,-0.12,
2,300237,美晨生态,4.71,-1.26,-912.55,-5.65,198.80,1.23,-1111.35,-6.88,-225.30,-1.39,1137.85,7.04,2019-04-15 15:00:00,-0.06,
2,000151,中成股份,15.02,-0.27,-3484.13,-8.94,-962.84,-2.47,-2521.29,-6.47,2181.40,5.60,1302.73,3.34,2019-04-15 15:00:00,-0.04,
1,600075,新疆天业,7.64,0.53,-1840.76,-5.65,-926.49,-2.85,-914.27,-2.81,717.07,2.20,1123.69,3.45,2019-04-15 15:00:00,0.04,
1,600758,红阳能源,4.97,9.96,6952.39,24.01,6523.55,22.53,428.84,1.48,-3542.17,-12.23,-3410.21,-11.78,2019-04-15 15:00:00,0.45,
2,002040,南京港,13.85,-1.91,-1669.92,-4.73,-1033.29,-2.93,-636.63,-1.80,776.01,2.20,893.91,2.53,2019-04-15 15:00:00,-0.27,
1,603389,亚振家居,11.97,-3.39,95.21,0.49,186.31,0.96,-91.10,-0.47,-708.16,-3.65,612.95,3.16,2019-04-15 15:00:00,-0.42,
2,002012,凯恩股份,6.92,-5.21,-6779.82,-9.15,-1984.77,-2.68,-4795.05,-6.47,-728.11,-0.98,7507.93,10.13,2019-04-15 15:00:00,-0.38,
1,603648,畅联股份,14.04,-3.04,-425.49,-2.09,516.72,2.54,-942.21,-4.64,-606.12,-2.98,1031.61,5.08,2019-04-15 15:00:00,-0.44,
2,300766,每日互动,69.12,6.27,30946.04,16.13,-2326.21,-1.21,33272.26,17.34,19691.54,10.26,-50637.59,-26.39,2019-04-15 15:00:00,4.08,
2,000851,高鸿股份,7.55,1.48,321.08,0.84,390.45,1.02,-69.37,-0.18,-850.42,-2.22,529.34,1.38,2019-04-15 15:00:00,0.11,
2,002258,利尔化学,16.83,-1.23,-2004.74,-11.11,-763.29,-4.23,-1241.44,-6.88,358.21,1.98,1646.53,9.12,2019-04-15 15:00:00,-0.21,
2,000833,粤桂股份,7.02,10.03,8186.71,23.53,6601.39,18.98,1585.32,4.56,-3388.54,-9.74,-4798.16,-13.79,2019-04-15 15:00:00,0.64,
2,002467,二六三,8.80,1.15,-2129.53,-4.51,2351.65,4.98,-4481.18,-9.49,888.43,1.88,1241.10,2.63,2019-04-15 15:00:00,0.10,
2,002145,中核钛白,5.12,0.20,716.36,3.40,2533.72,12.02,-1817.36,-8.62,-745.75,-3.54,29.39,0.14,2019-04-15 15:00:00,0.01,
